fool me once shame on you fool me twice shame on me fool me multiple times i must have become a brexiter brexit,1,fool shame fool shame fool
lucky for 2nd placed brentford that theres no stand out team like leeds this year or they might have no chance of winning the league ncfc,1,lucky stand like
how do i get my boyfriend in a maid costume,1,
donaldjtrumpjr if only he had a press corp in the houseoh wait shut up jr time to get fitted for those lovely orange jumpsuits if you can not be orange anymore at least you can wear it,1,lovely least
wtf is a justin herbert,1,
hes not welcome in a tolerant place like london emmadentcoad on the presidential visit on bbcradio4 the irony in that comment r4bh,1,not tolerant like irony
i love it when drunk inconsiderate flatmates come back and start climbing on the roof istillhaveexams tryingtosleep,1,love drunk inconsiderate
thinking about quitting the path im on to become a college advisor so i can be wrong and do nothing for the rest of my life,1,quitting wrong
2 busy working 2 care,1,busy
update theyve finally closed the campus which means i wasted my day going in and waiting on lectures httpstcokbtoqnpx3z,1,means
stop treating mars like a backup boyfriend just fix your current relationship with earth because you can not live here,1,like
i just do not think its too much to have a perfect life with absolutely no problems,1,not too perfect problems
the control button just fell off my laptop how symbolic for my life,1,
make it illegal to saywrite dems in disarray on account of it being stupid as fuck,1,illegal disarray stupid fuck
a level tudor history can do one,1,
can not wait until i live to be 110 years old and i have people asking me how ive lived for such a long time so that i can make up some hyperspecific secret to longevity that people will inevitably follow,1,not will inevitably
ugh i have to send an email how about i just quit,1,ugh quit
day 3 luggage arrived thanks airfrancefr non random hungarian underwear talk delivered science sated metaxa httptco6kpjlezqof,1,
went to check out the bios of the exclusively hipster dudes that work in a rival boutique goods store and found out they all traveled internationally during the pandemic,1,
so in other news i just held the door open for bam adebayo amp then i fell down the stairs amp i think i broke my finger ya im that smooth,1,open smooth
i can not believe today is the last day we can be gay,1,
did you actually fly on a plane if you did not post a picture of the view from your window,1,
seeing as kanye west has a range of clothing with gap how about me and you do a collab fandfclothing,1,
i love jumping on zoom meetings where everyone is talking about their kids amp im stuffing my face with taco bell,1,love
its always the girls i do not even know that wanna talk about me 247 i love my fans,1,not even love
igreen95 thx for the play by play,1,
who thinks me and sam should start a band called teeth at midnight,1,
omg theres a sheet of ice in front of my school should i slip and fall,1,
i wish that grilled cheese helped you get that summer bod,1,wish helped
i called out an insta post for fat shaming and am now being told that making fun of someone having no neck is not making fun of someones appearance the more you know guys,1,fat
andymansell72 vicotley garrywhu niaants davidschneider finally someone is speaking up for the billionaires,1,
mjborshell garygilligan has not he opened a few new hospitals oh sorry maybe it was a new first aid box,1,sorry
yeah your girl is fine but does she pass out while giving blood,1,fine
i recovered a repressed memory today of working at kumandgo in high school 13 years ago amp having to answer the phone as we go all out at kum amp go this is shelby how can i help you and the prank calls that led to pretty sure kampg owe me therapy,1,help pretty sure
accidentally made a friend in asl today i hate when that happens,1,friend hate
boardroomboy few links for you to summarise wearing face masks seems to be more effective than not whoda thunk,1,effective
kind of rude of my stomach to still make whale noises after ive given it a whole protein bar,1,kind rude
because of trump i now do not have to worry about other countries making fun of me for being fat thankstotrump america,1,trump fat
overthinking everything in life really takes a toll on you,1,toll
man i just love it when im forced to pitch two games back to back bc our other pitcher did not show up,1,love
ive seen a lot of people on local facebook groups asking airbnb owners if they have any availability recently if only there was a website you could use to find out if an airbnb was available,1,
suspendthepres but what were the ratings replied to his tweet with the same thing,1,
do not you love it when youre just chilling in your room and then theres a spider and you kill it but when you kill it you spill soda all over your keyboard yeah me too,1,not love chilling kill kill too
mollyjongfast i think it should be allowed for customer service workers to squirt water into their face like how they do sometimes to train pets,1,allowed like
taxes are just the best and i can not wait to pay more,1,best
goodness my parents are actually watching something on apple tv brilliant yet another streaming service,1,goodness brilliant
alright im ready for some march madness,1,ready madness
i still can not believe england won the world cup,1,
do not u just love when u get ready for a cancelled date two hours early yeah i was not excited or anything,1,not love ready
would not it be cool if i could spontaneously combust,1,
efy is great,1,great
sonofsama1 santandave1 youre trash,1,
cold queso is so much better than warm queso httpstco5tame4aso6,1,cold better warm
wow its almost as if its their literal job to have a lot of knowledge about a wide array of subjects funny that httpstcongi02vxxnk,1,wow wide funny
its really very selfish of silverstone to be saying the 2022 grand prix is 1737 cause my holiday year starts on 17 and i would have to use a day of this years holiday allowance to go i should have been consulted really,1,selfish grand
are you experiencing suicidal or homicidal ideationonly while trying to talk to a human when i call walgreens pharmacy,1,suicidal
just getting some wd40 on my letter box to help the poor postman with his delivery today valentinesday2021 wd40,1,help poor
im sorry but if you message me on instagram wanting me to help you sell your fit tea and wraps im leaving you on read,1,sorry wanting help
wow i love only ever buying gray and striped shirts,1,wow love
no more instagram we must all return to scrapbooks,1,
thank you twitter for deciding to completely reset your list of the suggested topics to follow ive clicked to ignore all of them so now im back to seeing hundreds of them every time really appreciate you doing that,1,thank suggested
thank god i just accidentally snapped a rando guy from high school yas queen with acne cream all over my face,1,thank
i hurt my foot like 3 days ago i have no idea how but it hurts to put pressure on it love that for me,1,hurt like hurts love
me trying to sleep slightly earlier than usual bc i feel like shit my friend texting the group chat 13 separate times at nearly 4am hello i do not think so how abt i tell u abt how bad things are going instead,1,slightly like shit friend bad
thank you to my apartment complex for consistently cutting the grass at 8 am every thursday for 5 hours its definitely not super obnoxious or bothersome,1,thank complex cutting definitely not super obnoxious bothersome
530 bansheelike kitten zoomies are definitely my alltime favorite alarm clock and the sound of jewelry boxes flipping over and burnouts on the wood floor make for the calmest most enjoyable start to any workday,1,definitely favorite enjoyable
sometimes i feel like all this effort is just like sticking diamond encrusted alloys on a knackered corsa i mean shit is what it is at the end of the day,1,like like mean shit
a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more,1,death brutally murder
hey siri how do i stop simping,1,
we love mixed signals,1,love
hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis,1,super useful crisis
wow bdubs can bench press 150 kilometers,1,wow
nothing screams im a glamorous cosmopolitan woman like following your dog down the street in the midst of winter saying go potty go potty over and over again,1,screams glamorous like
heard a rumor that baja blast is coming to stores and regardless if anything else i hope for in life falls through at least ill have this,1,rumor blast hope falls least ill
khoavuumn reviewer 2 this is a very weak paper that fails proof of concept stating a cat bed is also a wizards hat is totally wrong and your data can not support this,1,weak fails wrong not support
a wrong impression is once again my specialty,1,wrong impression
if trees would simply stop producing flammable leaves climate change would not be an issue,1,
have not written in months cuz there are no male teachers to impress,1,impress
hey quick question is it fall or spring,1,
when the toilet seat is warmed up for yougtgtgt,1,
playstationuk nice,1,nice
me and noah forgot that today is our anniversary if that is not couple goals then idk what is,1,
i can not wait to hear more about the life of an upper middle class east asian american whose only personality trait is drinking boba tea httpstcosapbxld0r2,1,personality
hey whats the weather like today am i going to need an umbrella,1,like need
trying to figure out how to use notion for my anime list i think im dying,1,
do you think anyone on bachelor in paradise has seen oscar winner parasite,1,paradise parasite
your pronouns are whats in your pants ok juicydumper,1,
its so amazing how people forget you exist until they want something from you,1,amazing forget want
2 things i love1 being woken up by construction work an hour before my alarm2 sarcasm,1,sarcasm
how bout you do not use a gazillion filters on your pictures,1,
finished the queens gambit i loved a look into the 1960s in the american south with no racism just vibes,1,loved racism
wow its almost like we do not nap every single day at the exact same time wow how dare i try to do the thing we do every single day,1,wow like wow dare
brruhia nah bruh you just drinking it upside down,1,
raerenyse easily one of the worst and most damaging takes for both trans and cis women i have seen thus far congrats on reaching new levels of awful lmao,1,easily worst damaging awful
politicalorgy i thing you might be on to somethink,1,
here comes the final of the uk dailybriefing who will win johnson or covid,1,will
youre not a normal white girl lol ok,1,not normal white
great time for sim and i to have our weekly life update closest thing to an owl,1,great
i love when you go to shop for plus size clothing and its always just shoved under womens and it does not have any subcategories so u just have to wade thru everything like a pig being thrown slop,1,love like
richardosman gmb susannareid100 piersmorgan youve a book out i had not realisedyes youve already read this 8763 times this week but hey,1,
hahahah libertyu is shutting down the entire campus for quarantine could not happen to a nicer group of covid deniers covidisnotover karmaisabitch covid19,1,
brothers off on a night out and ive gone to bed cos i feel exhausted and sick excellent,1,exhausted sick excellent
the app store is an economic miracle but apple magic not working today at antitrusthearings apple stifles innovation that is the lifeblood of our economy lucy mcbath speaking some truth today housejudiciary httpstco2swhc9dabm,1,miracle innovation lifeblood truth
i love how they blur out tristans face in this season of the kardashians lmao like hmmmm i wonder who that mysterious man is,1,love blur like wonder mysterious
in sunny spain at the moment hows it all in england,1,sunny
my super power is always biting into the sour cream side of the burrito no matter what,1,super
if you display your pop funkos in the box then youre a tory,1,
happybirthdaykeanureeves keanu reeves is so wholesome,1,wholesome
do not worry 20 something people who follow me here i brushed my hair for the first time in a week today i know impressive,1,impressive
kmflett and with a plentiful supply of rhubarb,1,plentiful
hearing kendrick perkins refer to alec burks as alecs burk like hes attorneys general gtgtgtgt,1,like
wait did not covid go away its after november third so it definitely should be gone nowwaitim confused121000 cases in a day youre telling me the whole world did not fake a pandemic for the us election no way,1,definitely not fake
we really need to remind people that universal healthcare means never needing to sit through another annual explanation of benefits meeting,1,need universal means needing benefits
wow i left on time today and the airport connector is all the way backed up love that,1,wow backed love
maybe i am a cyber bully,1,bully
elliekonsker florida you literally have one job,1,
andrews really trying to explain to me that football and rupauls drag race are not the same thing when it in fact is the same thing,1,
day 5 of people being mad about ellen sitting by gw bush is when well finally get to the bottom of this,1,mad well
cool guy in a big truck honked really long at the garbage truck because it slowed down to turn i felt he wanted everyone to know how cool he is so i decided to tweet about it on his behalf,1,garbage wanted
not olivia rodrigo traitor in the background loveisland,1,not traitor
ive never had protected sex,1,protected
duodenum jejunum and ilium would be cute names for triplets do not me,1,cute
only yelled at one person while biking home this evening improvement,1,improvement
taylorswift13 is 100 going to post another photo with 5 holes in a fence 5 days before lover is released is not she,1,lover
the fact that breaking school shootings preventable was an actual headline on nbc tonight is actually laughable,1,breaking laughable
i love when i start choking on my water in my 8 person class,1,love choking
whoop diddy scoop poop,1,poop
williamshatner mr shatner whilst you were sleeping you asked me to join facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed sic teeshirt you made my friday night sir just awaiting your instructions so i can wire the money,1,polite gold
is it illegal to discriminate against someone on the basis that they have a joker tattoo,1,illegal discriminate against joker
its been 20 hours and i want another chai latte with pumpkin cold foam i can not afford this,1,want cold not afford
it would be a real shame if people shared this around and filled it with fake info people should definitely not do that httpstcopx7dyqjh3i,1,real shame fake definitely
well done henri cost us the win nffc,1,well
i love not being pregnant so much its my fave thing about myself,1,love
rayharren tkinsonn buy really rare pokemon card,1,
you like ketchup but not tomatoesgrow up,1,like
big day in the mumford house sports day,1,
sharezone5 stockpickb you are a right bundle of laughs to take to the pictures draft,1,right
if i could have changed anything about my childhood i would have never watched spongebobno one,1,
bbcqt it sure would be nice if ms may decided to answer a question rather than dance readily around it,1,sure nice dance readily
does anyone not know prince harry got engaged i do not think theres been enough in the news about it,1,
sadgirlkali make your husband agree to let you die first fun date topic for discussion,1,
im ollie im 58 and i think my 57 boyfriend is short,1,
tonight dinner i sat by amp chatted w the former chancellor of ole miss a former miss ms amp the owner of the miss america pageantcasual,1,miss miss miss
wow this growth spurt is really taking longer than i thought haha,1,wow
quarantine day 256 dear ancient greeks re the blanketwearingi get it quarantinelife,1,dear
my bf took my off his lock screen which obvi means hes cheating on me,1,means
gonna go cry now some no face told me to lose weight x,1,lose
margaret thatcher is trending has 2016 taken another one,1,
hear me out the lyrics in coney island shouldve been lost again with no surprises disappointments close your eyeses fixed it for you taylorswift13 evermorealbum taylornation13,1,
at least half of my days are still bad days and let me tell you ive never once killed 8 people because of it a true miracle apparently,1,least bad killed true miracle
of course the moment i front the system is in utter chaos,1,utter chaos
day 38 of quarantine is an interesting time to get a new drum kit neighbor,1,interesting
hate this site chirpbirdicon,1,hate
did you know there is a direct correlation with how cool someone is and how high they cuff their pants,1,
mcdonaldsuk would love a cheeky mcdonalds breakfast before a busy day at work would set the day off on the right foot fancyamcdonalds,1,love busy right
i swear this triller event is run by teenagers,1,swear
what kind of sins have yall been committing for god to punish us with this kinda weather,1,kind punish
im really looking forward to not hugging my friends and family through choice rather than by law,1,not friends
men will literally fake an injury on the football field instead of going to therapy,1,will fake injury
i do not think republicans have any self awareness or any idea of how the world works nice try though,1,nice
there is not enough people here ivoryrooms,1,
i love online shopping because if i am physically in a store and an employee even looks at me i will immediately leave,1,love even will
who let the laundry pile up 5 baskets goodness,1,goodness
boehner not clapping for gender pay equality cool,1,equality
drop in center to let people get the 1st or 2nd vaccine open today i went thinking i was able to get my 2nd one wait in the que 30 mins sits down arm ready to get sorry your 12hrs to early we can not vacinate you till 56 days nicolasturgeon seriously,1,open able ready sorry seriously
im concerned about the environmental impact of my contact lenses says the occasional daily wearer throwing their starbucks cup in the test room bin,1,concerned throwing
shout out james boswell unibowl,1,
thomascabaret84 microbiomdigest raoultdidier surely youre not suggesting that their own thorough investigation of their own suspected ltfraudgt which found no evidence for said ltfraudgt was carried out with anything but the very highest levels of integrity seems completely legit to me,1,surely not suggesting thorough integrity
xnemoooo mcdonaldsuk tasshx say swear you did not down all bevs at acapulcos straight after,1,swear straight
i got called ugly on twitter by an uneducated teen who refuses to show his face im gonna cry myself to sleep im in gut wrenching pain,1,ugly pain
benshapiro its true every time my little cousins put on their masks they choke to death and have to be revived its very stressful for us,1,true little choke death stressful
just dislocated my fucking knee again while out on a walk fab,1,dislocated fucking
headaches that last all day nonstop,1,headaches
pissed off at tmobileusa and just want out of my contract but im sure that would just be way too easy ugh,1,want sure too easy ugh
football is turning into an anatomy lesson cool,1,
bigrxd12 ah yes people with eating disorders famous for easily being able to not worry about their weight,1,yes famous easily able
as if i did not know this anywayim an owl according to the bbcbodyclock quiz what are you httpstcovm07k82ctg,1,according
i would kill a man for a forehead kiss rn,1,kill kiss
mental shoot out ends silent pause sirens start always so perfectly timed lineofduty lineofduty6 lod6 lod,1,perfectly
love being called the devil for taking away someones phone at summer school,1,love devil
everyone pls stop shooting fireworks my dog is scared,1,scared
i love days when rob works short call and is only at the hospital for checks watch 13 hours,1,love
tedcruz dream worst timeline,1,dream worst
bbcamerica thanks for disrupting your narrative continuity with commercial break previews spoileralert,1,continuity break
i love how i literally just finished watching the fifth hp film and then turned to my mum and said love a good bit of character death on a sunday the dsmp lore has utterly ruined my attachment to characters and how i see stories now i am a broken woman,1,love love good death utterly ruined
i went outside today and suddenly my depression is cured,1,depression
can not wait to be back at uni so i can order more shoes and clothes without my mum telling me off x,1,
love when the train stops in philly and everybody boards and of a sudden it smells like a ham sandwich,1,love like
thanks tesco for not informing me that my click and collect order had been cancelled when my account says its ready to collect my partner has had to travel unnecessarily to stafford and we still do not have our shopping good diet i guess having to wait for my 26th delivery slot httpstcoxq9oxekw8o,1,ready not good
my dream is to be left alone,1,dream
lora shocked how am i supposed to tell the kids theyre not going to disneyland on june 21st after all its already been cancelled 36 times httpstcosv8gppn6yw,1,shocked
borisjohnson matthancock oh really,1,
we happy,1,happy
first day of work and ive already cried on the job,1,
the fact i nearly froze on my way to work this morning is definitely a sign its not summer anymore freezing,1,definitely
damn imagine being vaxxed and then getting a cold and then losing your taste and smelloh wait,1,damn cold losing taste
is this first cybex isokinetic dynamometer drandrewbateman prs2021,1,
how you gonna ask me how im doing on this fine labor day while youre off as im ringing you out on labor dayhow do you think i am,1,fine
apparently its national siblings day idgaf,1,
worked out 2 days in a row i am quite literally the epitome of health and fitness,1,epitome
yes i have little interest in doing things that applies to me,1,yes little interest
if you ever wanted to know what it feels like to have dyslexia i would recommend the book house of leaves,1,wanted like recommend
danielingolfur thetimbrodini viqueen55 tedcruz i know right he even wanted poor people to be healthy because he was basically a fucking communist what a hippie,1,right even wanted poor healthy fucking
dylanpetit17 jaredj5 lets listen to dylan petit over actually doctors biologists and epidemiologists,1,
do not let people walk all over you or breathe on you either one,1,
kepa had a great game,1,great
i am starting off my day by watching a dragons den special on deborah meaden and eating a pot noodle my life is perfect,1,dragons special perfect
moffstovoi well done with the better coaching now available can we expect a decent wee victory tomorrow,1,well better decent wee victory
stockwa16053563 petergwall michaelsaylor michael saylor is efficient in his line of questioning feels like more an interrogation,1,efficient like
id like to thank middle aged men watching the olympics for solving the mental health crisis getting someone to shout get some perspective at every athlete struggling with anxiety will definitely solve their problem,1,like thank crisis anxiety will definitely problem
does ur dad hate you for no reason or are you normal,1,hate reason normal
i miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom,1,miss
this is my 3rd time taking a biology course and its so easy wow i love biology so much im so glad im so good at this subject,1,easy wow love glad good
hot dog eating contest as a form of assisted suicide,1,hot suicide
being 20 years old and going to concerts with my mom means i can scream all the nono lyrics bc im an adult,1,means scream
itd be nice if missguided actually had stock for once,1,nice missguided
first game not starting when its supposed to a ucf tradition,1,tradition
having a bad week but what else is new at least i finally got paid,1,bad least
im about to just walk into a place and start working then and there and theyll have no choice but to hire me on the spot,1,
just stuck my entire hand in a hot oven without thinking about the consequences self preservation is clearly my strong suit,1,hot clearly strong
turnover is the best band to cry todrive todaydream tofall asleep to reminisce todie to,1,best
congratulations to trump on his second impeachment its a tremendous achievement borne of hard work focus and dedication record breaking historic bigly impeachmentday trumpimpeachment2,1,congratulations trump tremendous achievement hard breaking historic
yeah i enjoy some oregano on a nice pasta dinner dumps oregano on mac n cheese,1,enjoy nice
everytime i swipe through bumble when im bored i just get sad that no one has the same complex interests as merude j,1,swipe bored sad complex interests
sitting next to the worlds loudest mouthbreather on the first day of class did a really good job of demystifying grad school for me today,1,good
every date i go on i get a little scared will be phone swap,1,little scared will
nothing warms my heart more than seeing everybody come together and attack westsides administration wycopride yeeyee,1,attack
blatantly obvious that lionel messi is now set for a move to leedsthe newells old boys network,1,blatantly
can not wait to get home take a big ass antihistamine and roll in some topical steroidsdamn it skin what did i ever do to you,1,ass
tit for tat butter for fat you kill my dog i eat your cat is a liberian proverb for an eye for an eye my ancestors were spittin,1,tit fat kill
chrisransom cityview1904 uzzell01 bbcsport aware she was not a tennis player when she left canada at 2 yrs old aware she did not pick up a tennis racket until 6 years oldaware last12 years trained at the same tennis club in bromley kent englandthe girl is british no haters or doubters will take that away from her,1,will
was not aware that crocs were appropriate business casual attire,1,appropriate
on a scale from 1 to 10 how deeply was your childhood influenced by the hannah montana 2 meet miley cyrus double albumthis is for research purposes,1,
oh youre a real anime fan name all the boku no pico characters ill wait,1,real ill
kidcuisine98 based confidence and believing in proper eye contactpilled,1,confidence proper
replace pelosi nancy,1,
oh sure the micd up pitcher at the mlb allstar game can say god dammit but when my 13 year old softball player says it she gets a language warning,1,sure warning
srutisjay one of them smonks weed so its super worth it s,1,weed super worth
dancruz07 sureeeeeee you do,1,sureeeeeee
bart is closed rn in oakland so i can not go to work im so upset,1,upset
just redownloaded the achievement app lets see if it improves my exercise routine,1,achievement
just signed up for apples ping told it i like classical and it points me towards lady gaga it takes a certain genius to be this crap,1,like gaga genius
im going to cut off contact with every single person i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion youve ever heard in your pathetic little life,1,cut ability able fucking pathetic little
its funny that you guys thought sports mattered during a pandemic i simply can not imagine caring about a winning streak rn,1,funny not caring
ah yes of the course the summer rain pours when im on foot,1,yes
keanu reeves is killing his role in ozark season 3,1,killing
getting stopped by tesco security is the highlight of my day,1,security highlight
yay for being locked out of your own house because you forgot your key,1,
craving an ice pick lobotomy on this friday afternoon,1,craving
my favorite thing about my grandparents is that theyre so afraid to talk about me being gay that our catch up phone calls are incredibly short,1,favorite afraid incredibly
my coworkers play this fun game where they try to describe bars in la crosse amp have me guess which one theyre talking about,1,
the fairweather fans in all of these threads wake up call fleury is a human being surprise,1,
traves whoa thats a little too crazy man slow down,1,little too crazy slow
wow liam neeson is coming across as a rational manisnt he,1,wow rational
